mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.24635418256123862,0.033045500011701645,0.017333269119262695,0.0045066379351886895,False,{'fit_intercept': False},-15.302339274937916,-15.203373147833283,-15.247400428672414,-15.25103761714787,0.040484527361508614,1,-15.215339031650213,-15.265310037909828,-15.242148452826083,-15.240932507462041,0.020418688482137386
