mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.4034292697906494,0.0024619643527867166,0.011331717173258463,9.715653798012803e-05,False,{'fit_intercept': False},-15.163902566347174,-15.081853723539776,-15.073851425455635,-15.106535905114194,0.04069569640982847,1,-15.00347400032083,-15.041566248230648,-15.049003924966408,-15.031348057839296,0.019942451716768266
